response_ID,age,UBC_student,gender,ethnicity,intelligence_female_asym_1,intelligence_female_asym_1_num,kindness_female_asym_1,kindness_female_asym_1_num,socialclass_female_asym_1,socialclass_female_asym_1_num,Intelligence_female_sym_1,Intelligence_female_sym_1_num,kindness_female_sym_1,kindness_female_sym_1_num,socialclass_female_sym_1,socialclass_female_sym_1_num,Intelligence_female_asym_2,Intelligence_female_asym_2_num,kindness_female_asym_2,kindness_female_asym_2_num,socialclass_female_asym_2,socialclass_female_asym_2_num,intelligence_female_sym_2,intelligence_female_sym_2_num,kindness_female_sym_2,kindness_female_sym_2_num,socialclass_female_sym_2,socialclass_female_sym_2_num,intelligence_male_asym_1,intelligence_male_asym_1_num,kindness_male_asym_1,kindness_male_asym_1_num,socialclass_male_asym_1,socialclass_male_asym_1_num,intelligence_male_sym_1,intelligence_male_sym_1_num,kindness_male_sym_1,kindness_male_sym_1_num,socialclass_male_sym_1,socialclass_male_sym_1_num,intelligence_male_asym_2,intelligence_male_asym_2_num,kindness_male_asym_2,kindness_male_asym_2_num,socialclass_male_asym_2,socialclass_male_asym_2_num,intelligence_male_sym_2,intelligence_male_sym_2_num,kindness_male_sym_2,kindness_male_sym_2_num,socialclass_male_sym_2,socialclass_male_sym_2_num
90,18 - 24,Yes,Female,East Asian,Somewhat Unintelligent,2,Somewhat Kind,3,Upper Low Class,1,Somewhat Intelligent,3,Somewhat Kind,3,Upper Middle Class,3,Somewhat Intelligent,3,Moderately Kind,4,Lower Middle Class,2,Moderately Intelligent,4,Somewhat Kind,3,Upper Middle Class,3,Somewhat Unintelligent,2,Somewhat Kind,3,Lower Middle Class,2,Somewhat Intelligent,3,Somewhat Kind,3,Lower Middle Class,2,Somewhat Intelligent,3,Somewhat Kind,3,Lower Middle Class,2,Somewhat Intelligent,3,Somewhat Kind,3,Lower Middle Class,2
91,18 - 24,Yes,Female,Caucasian,Moderately Intelligent,4,Moderately Kind,4,Lower Middle Class,2,Moderately Intelligent,4,Moderately Kind,4,Upper Middle Class,3,Highly Unintelligent,0,Somewhat Kind,3,Lower Middle Class,2,Moderately Intelligent,4,Moderately Kind,4,Upper Middle Class,3,Moderately Intelligent,4,Moderately Kind,4,Upper Middle Class,3,Moderately Intelligent,4,Moderately Kind,4,Upper Middle Class,3,Moderately Intelligent,4,Moderately Kind,4,Lower Middle Class,2,Moderately Intelligent,4,Moderately Kind,4,Upper Middle Class,3
92,18 - 24,Yes,Female,East Asian,Somewhat Intelligent,3,Somewhat Kind,3,Upper Middle Class,3,Moderately Intelligent,4,Moderately Kind,4,Lower High Class,4,Somewhat Intelligent,3,Moderately Kind,4,Lower Middle Class,2,Somewhat Intelligent,3,Moderately Kind,4,Upper Middle Class,3,Moderately Intelligent,4,Moderately Kind,4,Upper Middle Class,3,Moderately Intelligent,4,Moderately Kind,4,Upper Middle Class,3,Moderately Intelligent,4,Moderately Kind,4,Upper Middle Class,3,Moderately Intelligent,4,Somewhat Kind,3,Lower High Class,4
93,18 - 24,Yes,Female,East Asian,Somewhat Unintelligent,2,Somewhat Kind,3,Lower Middle Class,2,Somewhat Intelligent,3,Somewhat Kind,3,Upper Middle Class,3,Moderately Unintelligent,1,Moderately Kind,4,Lower Middle Class,2,Moderately Intelligent,4,Moderately Kind,4,Lower Middle Class,2,Moderately Unintelligent,1,Moderately Unkind,1,Upper Middle Class,3,Somewhat Unintelligent,2,Somewhat Kind,3,Lower Middle Class,2,Somewhat Unintelligent,2,Somewhat Unkind,2,Upper Middle Class,3,Somewhat Unintelligent,2,Not Kind At All,0,Upper Middle Class,3
94,18 - 24,Yes,Female,East Asian,Somewhat Unintelligent,2,Moderately Unkind,1,Upper Middle Class,3,Moderately Intelligent,4,Moderately Kind,4,Upper Middle Class,3,Somewhat Intelligent,3,Somewhat Kind,3,Lower Middle Class,2,Somewhat Intelligent,3,Somewhat Unkind,2,Lower High Class,4,Somewhat Intelligent,3,Moderately Kind,4,Lower Middle Class,2,Somewhat Intelligent,3,Somewhat Kind,3,Lower Middle Class,2,Moderately Intelligent,4,Somewhat Unkind,2,Lower Middle Class,2,Moderately Intelligent,4,Somewhat Unkind,2,Upper Middle Class,3
95,18 - 24,Yes,Female,Middle Eastern,Highly Intelligent,5,Moderately Kind,4,Lower High Class,4,Highly Intelligent,5,Somewhat Kind,3,Lower High Class,4,Moderately Intelligent,4,Definitely Kind,5,Lower Middle Class,2,Highly Intelligent,5,Somewhat Kind,3,Upper High Class,5,Moderately Intelligent,4,Somewhat Kind,3,Lower Middle Class,2,Somewhat Intelligent,3,Somewhat Unkind,2,Upper Middle Class,3,Moderately Intelligent,4,Definitely Kind,5,Upper High Class,5,Somewhat Intelligent,3,Somewhat Kind,3,Lower Middle Class,2
96,18 - 24,Yes,Female,East Asian,Somewhat Unintelligent,2,Somewhat Unkind,2,Upper Low Class,1,Somewhat Unintelligent,2,Somewhat Kind,3,Lower Middle Class,2,Somewhat Unintelligent,2,Somewhat Unkind,2,Lower Middle Class,2,Somewhat Unintelligent,2,Somewhat Kind,3,Upper Middle Class,3,Somewhat Unintelligent,2,Somewhat Kind,3,Lower Middle Class,2,Somewhat Unintelligent,2,Moderately Unkind,1,Lower Middle Class,2,Moderately Unintelligent,1,Somewhat Unkind,2,Upper Low Class,1,Somewhat Intelligent,3,Moderately Unkind,1,Lower Middle Class,2
97,18 - 24,Yes,Female,Middle Eastern,Somewhat Intelligent,3,Somewhat Kind,3,Upper Middle Class,3,Somewhat Intelligent,3,Somewhat Kind,3,Lower Middle Class,2,Moderately Intelligent,4,Moderately Kind,4,Lower Middle Class,2,Somewhat Intelligent,3,Moderately Kind,4,Upper Middle Class,3,Somewhat Intelligent,3,Somewhat Kind,3,Lower Middle Class,2,Somewhat Intelligent,3,Somewhat Kind,3,Lower High Class,4,Somewhat Intelligent,3,Moderately Kind,4,Upper Middle Class,3,Somewhat Intelligent,3,Somewhat Kind,3,Lower High Class,4
98,18 - 24,Yes,Female,Caucasian,Moderately Intelligent,4,Somewhat Kind,3,Lower Middle Class,2,Moderately Intelligent,4,Moderately Kind,4,Upper Middle Class,3,Somewhat Intelligent,3,Not Kind At All,0,Upper Middle Class,3,Somewhat Unintelligent,2,Somewhat Kind,3,Upper Middle Class,3,Highly Unintelligent,0,Definitely Kind,5,Lower Middle Class,2,Moderately Unintelligent,1,Somewhat Unkind,2,Upper High Class,5,Moderately Intelligent,4,Somewhat Kind,3,Upper Middle Class,3,Somewhat Intelligent,3,Moderately Unkind,1,Lower High Class,4
99,18 - 24,Yes,Female,East Asian,Somewhat Intelligent,3,Somewhat Unkind,2,Lower Middle Class,2,Highly Intelligent,5,Moderately Unkind,1,Lower Middle Class,2,Somewhat Intelligent,3,Not Kind At All,0,Upper Middle Class,3,Somewhat Intelligent,3,Moderately Unkind,1,Lower Middle Class,2,Moderately Unintelligent,1,Definitely Kind,5,Lower Middle Class,2,Somewhat Unintelligent,2,Moderately Unkind,1,Upper Low Class,1,Somewhat Unintelligent,2,Somewhat Unkind,2,Upper Middle Class,3,Somewhat Intelligent,3,Somewhat Unkind,2,Upper Middle Class,3
100,18 - 24,Yes,Female,Middle Eastern,Moderately Intelligent,4,Somewhat Kind,3,Upper Low Class,1,Somewhat Intelligent,3,Moderately Kind,4,Lower High Class,4,Moderately Intelligent,4,Moderately Kind,4,Lower High Class,4,Somewhat Intelligent,3,Moderately Kind,4,Lower High Class,4,Moderately Intelligent,4,Moderately Kind,4,Lower High Class,4,Highly Intelligent,5,Somewhat Kind,3,Lower Middle Class,2,Moderately Intelligent,4,Definitely Kind,5,Lower High Class,4,Moderately Intelligent,4,Somewhat Kind,3,Upper Low Class,1
101,18 - 24,Yes,Female,Caucasian,Moderately Intelligent,4,Somewhat Kind,3,Lower Middle Class,2,Somewhat Unintelligent,2,Definitely Kind,5,Upper Middle Class,3,Highly Intelligent,5,Somewhat Kind,3,Upper Middle Class,3,Moderately Intelligent,4,Moderately Kind,4,Upper Low Class,1,Somewhat Unintelligent,2,Somewhat Unkind,2,Upper Low Class,1,Highly Intelligent,5,Somewhat Kind,3,Lower High Class,4,Somewhat Intelligent,3,Moderately Kind,4,Upper Low Class,1,Moderately Intelligent,4,Moderately Unkind,1,Upper Middle Class,3
102,18 - 24,Yes,Female,"Caucasian,East Asian",Somewhat Intelligent,3,Somewhat Kind,3,Upper Middle Class,3,Highly Intelligent,5,Definitely Kind,5,Upper High Class,5,Highly Intelligent,5,Somewhat Kind,3,Upper Middle Class,3,Highly Intelligent,5,Definitely Kind,5,Lower High Class,4,Moderately Intelligent,4,Somewhat Unkind,2,Upper Low Class,1,Somewhat Intelligent,3,Somewhat Kind,3,Lower Middle Class,2,Somewhat Intelligent,3,Somewhat Kind,3,Upper Middle Class,3,Moderately Unintelligent,1,Moderately Unkind,1,Lower High Class,4
103,18 - 24,Yes,Female,Caucasian,Moderately Intelligent,4,Moderately Kind,4,Upper Middle Class,3,Somewhat Unintelligent,2,Somewhat Unkind,2,Upper Middle Class,3,Somewhat Intelligent,3,Somewhat Kind,3,Upper Middle Class,3,Somewhat Intelligent,3,Moderately Unkind,1,Lower Middle Class,2,Moderately Intelligent,4,Moderately Unkind,1,Lower Middle Class,2,Highly Intelligent,5,Moderately Kind,4,Upper Middle Class,3,Moderately Intelligent,4,Moderately Unkind,1,Lower Middle Class,2,Somewhat Unintelligent,2,Somewhat Unkind,2,Lower High Class,4
104,18 - 24,Yes,Female,Caucasian,Moderately Intelligent,4,Moderately Kind,4,Upper Middle Class,3,Moderately Intelligent,4,Moderately Kind,4,Upper Middle Class,3,Moderately Intelligent,4,Moderately Kind,4,Upper Middle Class,3,Somewhat Intelligent,3,Moderately Kind,4,Lower Middle Class,2,Moderately Intelligent,4,Moderately Kind,4,Upper Middle Class,3,Moderately Intelligent,4,Somewhat Kind,3,Upper Middle Class,3,Moderately Intelligent,4,Moderately Kind,4,Upper Middle Class,3,Moderately Intelligent,4,Moderately Kind,4,Upper Middle Class,3
105,18 - 24,Yes,Female,East Asian,Somewhat Intelligent,3,Somewhat Kind,3,Lower High Class,4,Moderately Intelligent,4,Somewhat Kind,3,Upper Middle Class,3,Somewhat Intelligent,3,Somewhat Kind,3,Upper Middle Class,3,Somewhat Unintelligent,2,Somewhat Kind,3,Lower Middle Class,2,Somewhat Intelligent,3,Moderately Kind,4,Upper Low Class,1,Somewhat Intelligent,3,Somewhat Kind,3,Upper Middle Class,3,Somewhat Intelligent,3,Moderately Kind,4,Upper Middle Class,3,Somewhat Intelligent,3,Somewhat Unkind,2,Lower High Class,4
106,18 - 24,Yes,Female,East Asian,Somewhat Unintelligent,2,Moderately Unkind,1,Lower High Class,4,Somewhat Intelligent,3,Somewhat Kind,3,Lower Middle Class,2,Somewhat Intelligent,3,Somewhat Unkind,2,Upper Middle Class,3,Somewhat Intelligent,3,Somewhat Kind,3,Upper Middle Class,3,Somewhat Intelligent,3,Somewhat Unkind,2,Lower Middle Class,2,Somewhat Unintelligent,2,Somewhat Unkind,2,Lower Middle Class,2,Somewhat Intelligent,3,Somewhat Kind,3,Upper Middle Class,3,Somewhat Unintelligent,2,Somewhat Unkind,2,Lower Middle Class,2
107,18 - 24,Yes,Female,East Asian,Somewhat Intelligent,3,Somewhat Unkind,2,Upper Middle Class,3,Moderately Intelligent,4,Moderately Kind,4,Upper Middle Class,3,Somewhat Intelligent,3,Definitely Kind,5,Upper Middle Class,3,Somewhat Intelligent,3,Somewhat Kind,3,Upper Middle Class,3,Somewhat Unintelligent,2,Moderately Kind,4,Lower Middle Class,2,Moderately Intelligent,4,Moderately Unkind,1,Lower Middle Class,2,Somewhat Unintelligent,2,Moderately Kind,4,Lower Middle Class,2,Somewhat Intelligent,3,Somewhat Unkind,2,Upper Middle Class,3
108,18 - 24,Yes,Female,East Asian,Somewhat Unintelligent,2,Somewhat Unkind,2,Lower Middle Class,2,Somewhat Intelligent,3,Somewhat Kind,3,Upper Middle Class,3,Somewhat Intelligent,3,Somewhat Kind,3,Lower Middle Class,2,Somewhat Intelligent,3,Somewhat Unkind,2,Upper Middle Class,3,Somewhat Intelligent,3,Somewhat Unkind,2,Upper Middle Class,3,Somewhat Unintelligent,2,Somewhat Unkind,2,Upper Middle Class,3,Somewhat Intelligent,3,Moderately Kind,4,Upper Middle Class,3,Somewhat Intelligent,3,Somewhat Unkind,2,Upper Middle Class,3
109,18 - 24,Yes,Female,East Asian,Somewhat Intelligent,3,Moderately Unkind,1,Lower High Class,4,Moderately Intelligent,4,Moderately Kind,4,Upper Middle Class,3,Somewhat Intelligent,3,Somewhat Kind,3,Upper Middle Class,3,Moderately Intelligent,4,Somewhat Kind,3,Lower High Class,4,Moderately Unintelligent,1,Moderately Unkind,1,Lower Middle Class,2,Moderately Intelligent,4,Not Kind At All,0,Upper High Class,5,Moderately Intelligent,4,Moderately Kind,4,Upper Middle Class,3,Moderately Unintelligent,1,Somewhat Unkind,2,Lower High Class,4
